,Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Time,Month Or Hours
113,Electrical Design Engineer,Amer vision,"Sheraton, Cairo, Egypt",6 hours ago,Full,Experienced · 5 - 8 Yrs of Exp · Engineering - Mechanical/Electrical· Construction· Design· Electrical Engineering· English· Revit· Microsoft Office· Customer Service· Communication skills· Engineering,6,hours
114,Senior Software Development Project Manager,Evolvice GmbH,"Maadi, Cairo, Egypt",6 hours ago,Full,Experienced · 5 - 15 Yrs of Exp · IT/Software Development· Project Management· Computer Science· Information Technology (IT)· Vmware,6,hours
115,Technical Support Engineer,IT Pillars,"Nasr City, Cairo, Egypt",6 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Software Development· Technical Support· IT Support· Networks· Customer Service· Customer Care,6,hours
116,Art Director,MWG,"Nasr City, Cairo, Egypt",6 hours ago,Full,Manager · 5 - 7 Yrs of Exp · Creative/Design/Art· Adobe illustrator· Adobe Photoshop· art director· Design· Graphic Design,6,hours
117,General Manager,RES for wastewater & Oil Services,"Cairo, Egypt",6 hours ago,Full,Senior Management · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture· Engineering· Wastewater Treatment· Wastewater Systems,6,hours
118,Senior Backend Developer (Node.js),QARA,"New Cairo, Cairo, Egypt",6 hours ago,Full,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· Computer Science· backend· APIs· Design· Git· Information Technology (IT)· JavaScript,6,hours
119,Cabin Crew,Air Arabia,"Sheraton, Cairo, Egypt",6 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel· Cabin crew· Customer Care· Customer Service· Tourism· Travel· Airlines· Aviation,6,hours
120,HR Recruitment Specialist,Confidential,"Heliopolis, Cairo, Egypt",6 hours ago,Full,Experienced · 2 - 4 Yrs of Exp · Human Resources· Human Resources (HR)· Recruitment,6,hours
121,Credit Risk Manager,fine stone,"Nasr City, Cairo, Egypt",6 hours ago,Full,Manager · 2 - 5 Yrs of Exp · Accounting/Finance · Operations/Management· Credit Risk· Risk Management· Finance· Financial Analysis· Commerce· Microsoft Office· Computer Skills,6,hours
122,Outdoor Sales Representative (female),EL SHIDEED,"Obour City, Cairo, Egypt",6 hours ago,Full,Entry Level · 1 - 4 Yrs of Exp · females_preferred · Sales/Retail· sales skills· Sales· Sales Target· Customer Service· Communication Skills· driving license· Food,6,hours
123,Paralegal,Air Arabia,"Sheraton, Cairo, Egypt",6 hours ago,Full,Experienced · 5 - 7 Yrs of Exp · Legal· Legal· Law· Paralegal,6,hours
124,Real Estate Property Consultant,Confidential,"Nasr City, Cairo, Egypt",6 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales· Real Estate· Sales Skills· Sales Target· Outdoor Sales· Property· Customer Service· Customer Care· Customer Support,6,hours
125,Distribution Unit Manager – Upper Egypt & Abu Rawash,Rashideen Egypt for Trade,"Assiut, Egypt",6 hours ago,Full,Manager · 3 - 5 Yrs of Exp · Operations/Management · Sales/Retail· Distribution· Operations Management,6,hours
126,Team Leader Real Estate,Concrete For Real Estate,"6th of October, Giza, Egypt",6 hours ago,Full,Experienced · 3 - 7 Yrs of Exp · Sales/Retail· Sales Target· Sales team leader· team leader· Real Estate· Real Estate Sales· sales skills· Sales Team· Sales,6,hours
127,Mechanical Maintenance Engineer,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full,Experienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical· Engineering· Mechanical· Mechanical Engineering· Leadership· Maintenance,6,hours
128,Product Designer - UI/UX,360Imaging,"Giza, Egypt",6 hours ago,Full,Experienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· UX· UI· Information Technology (IT)· Design· Prototyping· Visual Design· Product Design,6,hours
129,Outdoor Marketing Consultant,Confidential,"Cairo, Egypt",6 hours ago,Full,Entry Level · 0 - 2 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail· Outdoor Sales· Sales· sales skills· Sales Target· Real Estate· Marketing,6,hours
130,Electrical Maintenance Engineer,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full,Experienced · 4 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Electrical Engineering· Engineering· Electrical· Microsoft Office· Communication skills,6,hours
131,B2B Sales Specialist - Cairo,Confidential,"Cairo, Egypt",6 hours ago,Full,Experienced · 7 - 10 Yrs of Exp · Business Development · Sales/Retail· B2B· Sales· sales skills· Sales Target· Business Development· Business Administration,6,hours
132,Stock Controller,National Company For Maize Products,"10th of Ramadan City, Sharqia, Egypt",6 hours ago,Full,Experienced · 5 - 10 Yrs of Exp · males_only · Logistics/Supply Chain · Purchasing/Procurement· Stock controller· Supply Chain· Oracle· MS Excel,6,hours
133,IT Specialist,MATGR For Engineering And Trading,"Obour City, Cairo, Egypt",6 hours ago,Full,Entry Level · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Help desk· IT· Computer Science· Information Technology (IT)· Technical Support· Unix· Windows,6,hours
134,Senior Corporate Sales Specialist,Confidential,"Cairo, Egypt",6 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · Business Development · Sales/Retail· Sales· Business Writing· English· sales skills· Sales Target· Communication Skills· Corporate· Business Development,6,hours
135,Backend Developer,360Imaging,"Dokki, Giza, Egypt",6 hours ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Backend· Golang· AWS· Nodejs· javascript· Information Technology (IT)· Computer Science· Software Development,6,hours
136,Lawyer,Tatweer Misr,"Garden City, Cairo, Egypt",7 hours ago,Full,Experienced · 4 - 6 Yrs of Exp · Legal· Law· Legal· Corporate Law· English,7,hours
137,Sales Representative - Cairo,Confidential,"Nasr City, Cairo, Egypt",7 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales Skills· Sales· Sales Target· Outdoor· Sales Outdoor· Communication Skills· Outdoor Sales· Customer Service· English,7,hours
138,HR Manager,Concrete For Real Estate,"6th of October, Giza, Egypt",7 hours ago,Full,Experienced · 2 - 7 Yrs of Exp · Human Resources· Hr manager· Human Resources (HR)· Manager· Recruitment· HR· Personnel,7,hours
139,Senior Property Consultant,Confidential,"Cairo, Egypt",7 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Sales· sales skills· Sales Target· Real Estate· English,7,hours
140,kg English teacher,Brilliant Minds School  BMS,"Mokattam, Cairo, Egypt",7 hours ago,Full,Experienced · 1+ Yrs of Exp · Education/Teaching· English· Kids· Planning· Skills· Teaching,7,hours
141,Middle and High School Science Teacher (October Campus),Nefertari International School,"6th of October, Giza, Egypt",7 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · Education/Teaching· Education· Science· Teacher,7,hours
142,Project Manager ( Concrete paving),R squared Holding,"Marsa Matruh, Matruh, Egypt",7 hours ago,Full,Manager · 10 - 15 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management· Computer Science· Engineering· Information Technology (IT)· Manager· concrete· Project· Project Management,7,hours
143,Director of Security Military background Army(جيش برتبه _ عقيد / عميد ),Giza power,"Giza, Giza, Egypt",7 hours ago,Full,Senior Management · 15 - 20 Yrs of Exp · Other· Military officer· Security,7,hours
144,English Supervisor at Agyad,Manhattan Schools,"Maadi, Cairo, Egypt",7 hours ago,Full,Experienced · 3 - 7 Yrs of Exp · Education/Teaching· English· Experience· Managerial skills,7,hours
145,R&D Mechanical Engineer,TEPCO S.A.E.,"6th of October, Giza, Egypt",7 hours ago,Full,Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Engineering - Mechanical/Electrical· Mechanical Engineering· Engineering· R&D· Mechanical· Design· Solid work,7,hours
146,Science Supervisor at Agyad,Manhattan Schools,"Maadi, Cairo, Egypt",7 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · Education/Teaching· Supervisor· Science Teaching,7,hours
147,General Ledger Accountant,Nasps,"Cairo, Egypt",7 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Finance· Management,7,hours
148,Business Development Specialist,Nacita,"Giza, Egypt",7 hours ago,Full,Experienced · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail· B2B· Business Development· Management· Negotiation· Logistics· business· sales skills,7,hours
149,General Accountant,Confidential,"New Cairo, Cairo, Egypt",7 hours ago,Full,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance· Finance· Accounting· A/R· A/P· General Ledger· General Accounting· Financial Analysis· English· Communication Skills,7,hours
150,Electrical tender and design Engineer,TEPCO S.A.E.,"6th of October, Giza, Egypt",7 hours ago,Full,Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· AutoCAD· Electrical· Electrical Design· Electrical Engineering· Drawing· Design· Engineering· Power,7,hours
151,Internal Financial Audit,Giza power,"Giza, Giza, Egypt",7 hours ago,Full,Manager · 7 - 10 Yrs of Exp · Accounting/Finance· Accounting· Auditing· Finance· Financial Analysis,7,hours
152,MEP Design Engineer ( REVIT ),Confidential,"Maadi, Cairo, Egypt",7 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Revit· Electrical· Engineering· HVAC· Mechanical· BIM· Design· Architectural Design,7,hours
153,Accounting Manager,Vision,"Nasr City, Cairo, Egypt",7 hours ago,Full,Manager · 7 - 9 Yrs of Exp · males_only · Accounting/Finance · Operations/Management· Commerce· Accounting· Finance· Financial Analysis· Financial Management· Financial Software· SAP· Software,7,hours
154,Medical Device Sales & Service Engineer (Upper Egypt),Sysmex Egypt LLC,"Assuit, Assiut, Egypt",8 hours ago,Full,Experienced · 2 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Engineering - Other· engineer· medical device· Sales· Engineering· Communication· Sales Target,8,hours
155,Audit Manager,Sekem,"Salam City, Cairo, Egypt",8 hours ago,Full,Manager · 5 - 10 Yrs of Exp · Accounting/Finance· Accounting· Audit· Auditing· Finance· Financial Analysis· Analysis· Risk Management· Internal auditing· Management,8,hours
156,PHP Developer,appcorp,"Heliopolis, Cairo, Egypt",8 hours ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· HTML· Database· CSS· Computer Science· CodeIgniter· AJAX· Information Technology (IT)· MySQL,8,hours
157,Technical Office Engineer,Construction & Design Co. SAE,"Downtown, Cairo, Egypt",8 hours ago,Full,Experienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· Engineering· Architectural Engineering· Microsoft Office,8,hours
158,Customer Service Administrator (Medical Device Customers),Sysmex Egypt LLC,"New Cairo, Cairo, Egypt",8 hours ago,Full,Entry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support· Customer Support· office· English· Communication skills· Communication· Customer Care· Customer Service· MS Office,8,hours
159,Senior Embedded Software Engineer,ElSewedy Electrometer,"6th of October, Giza, Egypt",8 hours ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Communications Engineering· Electronics· C++· C/C++· RTOS· Firmware· Unit Testing,8,hours
160,Sales Marketing Executive,flyadeal Egypt,"Giza, Egypt",8 hours ago,Full,Experienced · 1 - 1 Yrs of Exp · Marketing/PR/Advertising · Tourism/Travel· Aviation· Communication· Marketing· negotiation skills· Sales Target· sales skills· Sales,8,hours
161,IT Security Administrator,Sukari Gold Mines,"Qusayr, Red Sea, Egypt",8 hours ago,Full,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Engineering· Security Administration· Cisco· WSA· ASA,8,hours
162,Legal Manager,El Sewedy Education  The Knowledge Hub Universities,"Cairo, Egypt",8 hours ago,Full,Manager · 8+ Yrs of Exp · Legal· Labor Law· Legal· Law· Education,8,hours
163,Senior Digital Marketing Specialist - Middle East & Africa,KONE,"New Cairo, Cairo, Egypt",9 hours ago,Full,Experienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising· campaigns· Digital· Digital Marketing· E-Marketing· Google Analytics· Marketing· Marketing Campaigns· media· SEM,9,hours
164,SAP FICO Consultant,Multi M Group,"khanka, Qalubia, Egypt",9 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development· FI/CO· SAP· Information Technology (IT),9,hours
165,Collection Manager,KONE,"New Cairo, Cairo, Egypt",9 hours ago,Full,Manager · 6 - 10 Yrs of Exp · Accounting/Finance· Collection· Reporting· MS Excel,9,hours
166,Customer Service & Maintenance Admin,KONE,"New Cairo, Cairo, Egypt",9 hours ago,Full,Entry Level · 1 - 2 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail· Administration· Back Office· English· MS Office,9,hours
167,customer service - back office (non voice English account),Etisalat Egypt,"Cairo, Egypt",15 hours ago,Full,Experienced · 0 - 10 Yrs of Exp · Customer Service/Support· B2· Customer Care· Customer Service· Customer Support· English· vacancy· insource· call centre· fluent,15,hours
168,Collection Officer,Interact Technology Solutions,"Maadi, Cairo, Egypt",16 hours ago,Full,Experienced · 2+ Yrs of Exp · Accounting/Finance · Customer Service/Support· Customer Care· Collection· Skills· Accounting· Commerce· Finance,16,hours
169,Linux System Administrator,ServerHub,"Dallas, United States",17 hours ago,Full,Entry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Linux· Linux System Administration· Linux Operating System· Red Hat Enterprise Linux· Linux Platform· Linux OS· Linux Servers,17,hours
170,SEO Specialist,ServerHub,"Dallas, United States",17 hours ago,Full,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising· Search Engine· SEO· Google Analytics· E-Marketing· Analysis· Analytics· seo specialist· Social Media,17,hours
